State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Andhra Pradesh,2005,By Drowning,Male,15-29,118,79558.40000000002,0.0014831871933070546
Andhra Pradesh,2005,By Fire/Self Immolation,Male,15-29,132,79558.40000000002,0.0016591585552248407
Andhra Pradesh,2005,By Jumping from (Other sites),Male,15-29,1,79558.40000000002,1.256938299412758e-05
Andhra Pradesh,2005,By Consuming Insecticides,Male,15-29,1050,79558.40000000002,0.01319785214383396
Andhra Pradesh,2005,By Over Alcoholism,Male,15-29,23,79558.40000000002,0.00028909580886493435
Andhra Pradesh,2005,By Consuming Other Poison,Male,15-29,207,79558.40000000002,0.002601862279784409
Andhra Pradesh,2005,By Hanging,Male,15-29,559,79558.40000000002,0.007026285093717318
Andhra Pradesh,2005,By Jumping off Moving Vehicles/Trains,Male,15-29,71,79558.40000000002,0.0008924261925830582
Andhra Pradesh,2005,By touching electric wires,Male,15-29,24,79558.40000000002,0.00030166519185906196
Andhra Pradesh,2005,By Self Infliction of injury,Male,15-29,5,79558.40000000002,6.28469149706379e-05
Andhra Pradesh,2005,By Fire/Self Immolation,Male,30-44,155,79558.40000000002,0.001948254364089775
Andhra Pradesh,2005,By Jumping from (Other sites),Male,30-44,7,79558.40000000002,8.798568095889307e-05
Andhra Pradesh,2005,By Jumping off Moving Vehicles/Trains,Male,30-44,108,79558.40000000002,0.0013574933633657786
Andhra Pradesh,2005,By Consuming Insecticides,Male,30-44,1356,79558.40000000002,0.017044083340037
Andhra Pradesh,2005,By Jumping from (Building),Male,30-44,11,79558.40000000002,0.00013826321293540337
Andhra Pradesh,2005,By Overdose of sleeping pills,Male,30-44,3,79558.40000000002,3.7708148982382744e-05
Andhra Pradesh,2005,By Drowning,Male,30-44,146,79558.40000000002,0.0018351299171426268
Andhra Pradesh,2005,By Fire-Arms,Male,30-44,18,79558.40000000002,0.00022624889389429644
Andhra Pradesh,2005,By coming under running vehicles/trains,Male,30-44,149,79558.40000000002,0.0018728380661250095
Andhra Pradesh,2005,By touching electric wires,Male,30-44,29,79558.40000000002,0.0003645121068296998
Andhra Pradesh,2005,By Consuming Other Poison,Male,30-44,236,79558.40000000002,0.002966374386614109
Andhra Pradesh,2005,By Self Infliction of injury,Male,30-44,1,79558.40000000002,1.256938299412758e-05
Andhra Pradesh,2005,By Over Alcoholism,Male,30-44,56,79558.40000000002,0.0007038854476711445
Andhra Pradesh,2005,By Hanging,Male,30-44,726,79558.40000000002,0.009125372053736624
Andhra Pradesh,2005,By Other means (please specify),Male,30-44,177,79558.40000000002,0.0022247807899605817
Andhra Pradesh,2005,By Overdose of sleeping pills,Male,45-59,18,79558.40000000002,0.00022624889389429644
Andhra Pradesh,2005,By Other means (please specify),Male,45-59,158,79558.40000000002,0.0019859625130721576
Andhra Pradesh,2005,By coming under running vehicles/trains,Male,45-59,142,79558.40000000002,0.0017848523851661164
Andhra Pradesh,2005,By Self Infliction of injury,Male,45-59,3,79558.40000000002,3.7708148982382744e-05
Andhra Pradesh,2005,By Jumping from (Other sites),Male,45-59,2,79558.40000000002,2.513876598825516e-05
Andhra Pradesh,2005,By Consuming Other Poison,Male,45-59,156,79558.40000000002,0.0019608237470839025
Andhra Pradesh,2005,By Jumping from (Building),Male,45-59,6,79558.40000000002,7.541629796476549e-05
Andhra Pradesh,2005,By touching electric wires,Male,45-59,13,79558.40000000002,0.00016340197892365855
Andhra Pradesh,2005,By Hanging,Male,45-59,426,79558.40000000002,0.00535455715549835
Andhra Pradesh,2005,By Over Alcoholism,Male,45-59,34,79558.40000000002,0.0004273590218003377
Andhra Pradesh,2005,By Jumping off Moving Vehicles/Trains,Male,45-59,54,79558.40000000002,0.0006787466816828893
Andhra Pradesh,2005,By Drowning,Male,45-59,129,79558.40000000002,0.0016214504062424578
Andhra Pradesh,2005,By Fire-Arms,Male,45-59,10,79558.40000000002,0.0001256938299412758
Andhra Pradesh,2005,By Fire/Self Immolation,Male,45-59,71,79558.40000000002,0.0008924261925830582
Andhra Pradesh,2005,By Consuming Insecticides,Male,45-59,934,79558.40000000002,0.01173980371651516
Andhra Pradesh,2005,By Hanging,Male,60+,194,79558.40000000002,0.0024384603008607507
Andhra Pradesh,2005,By Jumping from (Building),Male,60+,1,79558.40000000002,1.256938299412758e-05
Andhra Pradesh,2005,By Consuming Insecticides,Male,60+,334,79558.40000000002,0.004198173920038612
Andhra Pradesh,2005,By Overdose of sleeping pills,Male,60+,1,79558.40000000002,1.256938299412758e-05
Andhra Pradesh,2005,By Self Infliction of injury,Male,60+,1,79558.40000000002,1.256938299412758e-05
Andhra Pradesh,2005,By Fire/Self Immolation,Male,60+,54,79558.40000000002,0.0006787466816828893
Andhra Pradesh,2005,By coming under running vehicles/trains,Male,60+,96,79558.40000000002,0.0012066607674362478
Andhra Pradesh,2005,By Jumping off Moving Vehicles/Trains,Male,60+,18,79558.40000000002,0.00022624889389429644
Andhra Pradesh,2005,By Over Alcoholism,Male,60+,8,79558.40000000002,0.00010055506395302064
Andhra Pradesh,2005,By Consuming Other Poison,Male,60+,67,79558.40000000002,0.0008421486606065479
Andhra Pradesh,2005,By Drowning,Male,60+,76,79558.40000000002,0.0009552731075536962
Andhra Pradesh,2005,By Fire-Arms,Male,60+,4,79558.40000000002,5.027753197651032e-05
Andhra Pradesh,2005,By Other means (please specify),Male,60+,90,79558.40000000002,0.0011312444694714823
Andhra Pradesh,2006,By touching electric wires,Male,0-14,3,80395.50000000003,3.731552139112262e-05
Andhra Pradesh,2006,By Consuming Insecticides,Male,0-14,36,80395.50000000003,0.0004477862566934715
Andhra Pradesh,2006,By Drowning,Male,0-14,28,80395.50000000003,0.00034827819965047783
Andhra Pradesh,2006,By Jumping from (Building),Male,0-14,1,80395.50000000003,1.2438507130374209e-05
Andhra Pradesh,2006,By Self Infliction of injury,Male,0-14,7,80395.50000000003,8.706954991261946e-05
Andhra Pradesh,2006,By coming under running vehicles/trains,Male,0-14,3,80395.50000000003,3.731552139112262e-05
Andhra Pradesh,2006,By Fire/Self Immolation,Male,0-14,6,80395.50000000003,7.463104278224525e-05
Andhra Pradesh,2006,By Other means (please specify),Male,0-14,34,80395.50000000003,0.00042290924243272305
Andhra Pradesh,2006,By Hanging,Male,0-14,27,80395.50000000003,0.0003358396925201036
Andhra Pradesh,2006,By Overdose of sleeping pills,Male,0-14,6,80395.50000000003,7.463104278224525e-05
Andhra Pradesh,2006,By Consuming Other Poison,Male,0-14,18,80395.50000000003,0.00022389312834673574
Andhra Pradesh,2006,By Fire-Arms,Male,15-29,2,80395.50000000003,2.4877014260748418e-05
Andhra Pradesh,2006,By Consuming Other Poison,Male,15-29,292,80395.50000000003,0.0036320440820692686
Andhra Pradesh,2006,By Self Infliction of injury,Male,15-29,1,80395.50000000003,1.2438507130374209e-05
Andhra Pradesh,2006,By Consuming Insecticides,Male,15-29,1077,80395.50000000003,0.013396272179413022
Andhra Pradesh,2006,By Jumping from (Building),Male,15-29,6,80395.50000000003,7.463104278224525e-05
Andhra Pradesh,2006,By Other means (please specify),Male,15-29,129,80395.50000000003,0.001604567419818273
Andhra Pradesh,2006,By coming under running vehicles/trains,Male,15-29,153,80395.50000000003,0.0019030915909472538
Andhra Pradesh,2006,By Drowning,Male,15-29,153,80395.50000000003,0.0019030915909472538
Andhra Pradesh,2006,By touching electric wires,Male,15-29,25,80395.50000000003,0.0003109626782593552
Andhra Pradesh,2006,By Hanging,Male,15-29,647,80395.50000000003,0.008047714113352113
Andhra Pradesh,2006,By Jumping off Moving Vehicles/Trains,Male,15-29,23,80395.50000000003,0.0002860856639986068
Andhra Pradesh,2006,By Overdose of sleeping pills,Male,15-29,6,80395.50000000003,7.463104278224525e-05
Andhra Pradesh,2006,By Fire/Self Immolation,Male,15-29,122,80395.50000000003,0.0015174978699056534
Andhra Pradesh,2006,By Over Alcoholism,Male,15-29,27,80395.50000000003,0.0003358396925201036
Andhra Pradesh,2006,By Jumping from (Other sites),Male,15-29,33,80395.50000000003,0.00041047073530234887
Andhra Pradesh,2006,By Fire/Self Immolation,Male,30-44,157,80395.50000000003,0.0019528456194687507
Andhra Pradesh,2006,By Fire-Arms,Male,30-44,6,80395.50000000003,7.463104278224525e-05
Andhra Pradesh,2006,By Drowning,Male,30-44,179,80395.50000000003,0.002226492776336983
Andhra Pradesh,2006,By Overdose of sleeping pills,Male,30-44,19,80395.50000000003,0.00023633163547710995
Andhra Pradesh,2006,By Jumping from (Building),Male,30-44,8,80395.50000000003,9.950805704299367e-05
Andhra Pradesh,2006,By touching electric wires,Male,30-44,30,80395.50000000003,0.00037315521391122626
Andhra Pradesh,2006,By coming under running vehicles/trains,Male,30-44,180,80395.50000000003,0.0022389312834673577
Andhra Pradesh,2006,By Hanging,Male,30-44,661,80395.50000000003,0.008221853213177352
Andhra Pradesh,2006,By Jumping from (Other sites),Male,30-44,53,80395.50000000003,0.000659240877909833
Andhra Pradesh,2006,By Consuming Insecticides,Male,30-44,1442,80395.50000000003,0.01793632728199961
Andhra Pradesh,2006,By Other means (please specify),Male,30-44,131,80395.50000000003,0.0016294444340790213
Andhra Pradesh,2006,By Over Alcoholism,Male,30-44,66,80395.50000000003,0.0008209414706046977
Andhra Pradesh,2006,By Self Infliction of injury,Male,30-44,1,80395.50000000003,1.2438507130374209e-05
Andhra Pradesh,2006,By Consuming Other Poison,Male,30-44,323,80395.50000000003,0.00401763780311087
Andhra Pradesh,2006,By Jumping off Moving Vehicles/Trains,Male,30-44,22,80395.50000000003,0.00027364715686823256
Andhra Pradesh,2006,By Drowning,Male,45-59,90,80395.50000000003,0.0011194656417336788
Andhra Pradesh,2006,By coming under running vehicles/trains,Male,45-59,136,80395.50000000003,0.0016916369697308922
Andhra Pradesh,2006,By Over Alcoholism,Male,45-59,43,80395.50000000003,0.0005348558066060909
Andhra Pradesh,2006,By Fire-Arms,Male,45-59,2,80395.50000000003,2.4877014260748418e-05
Andhra Pradesh,2006,By touching electric wires,Male,45-59,9,80395.50000000003,0.00011194656417336787
Andhra Pradesh,2006,By Overdose of sleeping pills,Male,45-59,9,80395.50000000003,0.00011194656417336787
Andhra Pradesh,2006,By Hanging,Male,45-59,391,80395.50000000003,0.004863456287976315
Andhra Pradesh,2006,By Jumping off Moving Vehicles/Trains,Male,45-59,24,80395.50000000003,0.000298524171128981
Andhra Pradesh,2006,By Consuming Insecticides,Male,45-59,858,80395.50000000003,0.01067223911786107
Andhra Pradesh,2006,By Jumping from (Building),Male,45-59,10,80395.50000000003,0.00012438507130374207
Andhra Pradesh,2006,By Consuming Other Poison,Male,45-59,262,80395.50000000003,0.0032588888681580426
Andhra Pradesh,2006,By Other means (please specify),Male,45-59,74,80395.50000000003,0.0009204495276476914
Andhra Pradesh,2006,By Self Infliction of injury,Male,45-59,1,80395.50000000003,1.2438507130374209e-05
Andhra Pradesh,2006,By Fire/Self Immolation,Male,45-59,76,80395.50000000003,0.0009453265419084398
Andhra Pradesh,2006,By Jumping from (Other sites),Male,45-59,47,80395.50000000003,0.0005846098351275878
Andhra Pradesh,2006,By Over Alcoholism,Male,60+,13,80395.50000000003,0.0001617005926948647
Andhra Pradesh,2006,By Drowning,Male,60+,41,80395.50000000003,0.0005099787923453426
Andhra Pradesh,2006,By touching electric wires,Male,60+,2,80395.50000000003,2.4877014260748418e-05
Andhra Pradesh,2006,By Overdose of sleeping pills,Male,60+,2,80395.50000000003,2.4877014260748418e-05
Andhra Pradesh,2006,By coming under running vehicles/trains,Male,60+,99,80395.50000000003,0.0012314122059070465
Andhra Pradesh,2006,By Fire/Self Immolation,Male,60+,26,80395.50000000003,0.0003234011853897294
Andhra Pradesh,2006,By Hanging,Male,60+,137,80395.50000000003,0.0017040754768612664
Andhra Pradesh,2006,By Jumping from (Building),Male,60+,1,80395.50000000003,1.2438507130374209e-05
Andhra Pradesh,2006,By Consuming Other Poison,Male,60+,79,80395.50000000003,0.0009826420632995624
Andhra Pradesh,2006,By Other means (please specify),Male,60+,48,80395.50000000003,0.000597048342257962
Andhra Pradesh,2006,By Consuming Insecticides,Male,60+,233,80395.50000000003,0.0028981721613771903
Andhra Pradesh,2006,By Jumping from (Other sites),Male,60+,7,80395.50000000003,8.706954991261946e-05
Andhra Pradesh,2007,By coming under running vehicles/trains,Male,0-14,3,81232.60000000003,3.693098583573588e-05
Andhra Pradesh,2007,By Drowning,Male,0-14,23,81232.60000000003,0.0002831375580739751
Andhra Pradesh,2007,By Jumping from (Building),Male,0-14,1,81232.60000000003,1.231032861191196e-05
Andhra Pradesh,2007,By Other means (please specify),Male,0-14,5,81232.60000000003,6.15516430595598e-05
Andhra Pradesh,2007,By Overdose of sleeping pills,Male,0-14,2,81232.60000000003,2.462065722382392e-05
Andhra Pradesh,2007,By Consuming Other Poison,Male,0-14,17,81232.60000000003,0.00020927558640250333
Andhra Pradesh,2007,By Consuming Insecticides,Male,0-14,40,81232.60000000003,0.0004924131444764784
Andhra Pradesh,2007,By Fire/Self Immolation,Male,0-14,12,81232.60000000003,0.00014772394334294352
Andhra Pradesh,2007,By Hanging,Male,0-14,14,81232.60000000003,0.00017234460056676746
Andhra Pradesh,2007,By Jumping from (Other sites),Male,0-14,4,81232.60000000003,4.924131444764784e-05
Andhra Pradesh,2007,By touching electric wires,Male,15-29,15,81232.60000000003,0.00018465492917867942
Andhra Pradesh,2007,By Self Infliction of injury,Male,15-29,4,81232.60000000003,4.924131444764784e-05
Andhra Pradesh,2007,By coming under running vehicles/trains,Male,15-29,204,81232.60000000003,0.0025113070368300403
Andhra Pradesh,2007,By Fire-Arms,Male,15-29,1,81232.60000000003,1.231032861191196e-05
Andhra Pradesh,2007,By Drowning,Male,15-29,195,81232.60000000003,0.0024005140793228325
Andhra Pradesh,2007,By Consuming Insecticides,Male,15-29,995,81232.60000000003,0.0122487769688524
Andhra Pradesh,2007,By Hanging,Male,15-29,619,81232.60000000003,0.007620093410773504
Andhra Pradesh,2007,By Jumping from (Other sites),Male,15-29,21,81232.60000000003,0.0002585169008501512
Andhra Pradesh,2007,By Jumping off Moving Vehicles/Trains,Male,15-29,18,81232.60000000003,0.0002215859150144153
Andhra Pradesh,2007,By Overdose of sleeping pills,Male,15-29,9,81232.60000000003,0.00011079295750720766
Andhra Pradesh,2007,By Jumping from (Building),Male,15-29,4,81232.60000000003,4.924131444764784e-05
Andhra Pradesh,2007,By Fire/Self Immolation,Male,15-29,177,81232.60000000003,0.0021789281643084172
Andhra Pradesh,2007,By Over Alcoholism,Male,15-29,18,81232.60000000003,0.0002215859150144153
Andhra Pradesh,2007,By Consuming Other Poison,Male,15-29,443,81232.60000000003,0.005453475575076998
Andhra Pradesh,2007,By Other means (please specify),Male,15-29,213,81232.60000000003,0.0026220999943372477
Andhra Pradesh,2007,By Fire/Self Immolation,Male,30-44,253,81232.60000000003,0.0031145131388137263
Andhra Pradesh,2007,By Jumping from (Building),Male,30-44,12,81232.60000000003,0.00014772394334294352
Andhra Pradesh,2007,By Other means (please specify),Male,30-44,189,81232.60000000003,0.0023266521076513607
Andhra Pradesh,2007,By Jumping off Moving Vehicles/Trains,Male,30-44,13,81232.60000000003,0.0001600342719548555
Andhra Pradesh,2007,By Over Alcoholism,Male,30-44,61,81232.60000000003,0.0007509300453266296
Andhra Pradesh,2007,By Overdose of sleeping pills,Male,30-44,12,81232.60000000003,0.00014772394334294352
Andhra Pradesh,2007,By coming under running vehicles/trains,Male,30-44,308,81232.60000000003,0.003791581212468884
Andhra Pradesh,2007,By Consuming Insecticides,Male,30-44,1326,81232.60000000003,0.01632349573939526
Andhra Pradesh,2007,By Consuming Other Poison,Male,30-44,548,81232.60000000003,0.006746060079327754
Andhra Pradesh,2007,By touching electric wires,Male,30-44,27,81232.60000000003,0.00033237887252162297
Andhra Pradesh,2007,By Drowning,Male,30-44,195,81232.60000000003,0.0024005140793228325
Andhra Pradesh,2007,By Jumping from (Other sites),Male,30-44,6,81232.60000000003,7.386197167147176e-05
Andhra Pradesh,2007,By Self Infliction of injury,Male,30-44,6,81232.60000000003,7.386197167147176e-05
Andhra Pradesh,2007,By Machine,Male,30-44,1,81232.60000000003,1.231032861191196e-05
Andhra Pradesh,2007,By Fire-Arms,Male,30-44,4,81232.60000000003,4.924131444764784e-05
Andhra Pradesh,2007,By Hanging,Male,30-44,699,81232.60000000003,0.008604919699726462
Andhra Pradesh,2007,By Over Alcoholism,Male,45-59,56,81232.60000000003,0.0006893784022670698
Andhra Pradesh,2007,By Drowning,Male,45-59,110,81232.60000000003,0.0013541361473103158
Andhra Pradesh,2007,By Jumping off Moving Vehicles/Trains,Male,45-59,11,81232.60000000003,0.00013541361473103157
Andhra Pradesh,2007,By touching electric wires,Male,45-59,4,81232.60000000003,4.924131444764784e-05
Andhra Pradesh,2007,By Consuming Insecticides,Male,45-59,885,81232.60000000003,0.010894640821542085
Andhra Pradesh,2007,By Jumping from (Other sites),Male,45-59,24,81232.60000000003,0.00029544788668588705
Andhra Pradesh,2007,By Other means (please specify),Male,45-59,149,81232.60000000003,0.0018342389631748823
Andhra Pradesh,2007,By Fire/Self Immolation,Male,45-59,87,81232.60000000003,0.0010709985892363406
Andhra Pradesh,2007,By Fire-Arms,Male,45-59,3,81232.60000000003,3.693098583573588e-05
Andhra Pradesh,2007,By Consuming Other Poison,Male,45-59,376,81232.60000000003,0.004628683558078897
Andhra Pradesh,2007,By Jumping from (Building),Male,45-59,13,81232.60000000003,0.0001600342719548555
Andhra Pradesh,2007,By Self Infliction of injury,Male,45-59,5,81232.60000000003,6.15516430595598e-05
Andhra Pradesh,2007,By Hanging,Male,45-59,420,81232.60000000003,0.005170338017003024
Andhra Pradesh,2007,By Overdose of sleeping pills,Male,45-59,4,81232.60000000003,4.924131444764784e-05
Andhra Pradesh,2007,By coming under running vehicles/trains,Male,45-59,157,81232.60000000003,0.001932721592070178
Andhra Pradesh,2007,By Jumping off Moving Vehicles/Trains,Male,60+,5,81232.60000000003,6.15516430595598e-05
Andhra Pradesh,2007,By coming under running vehicles/trains,Male,60+,108,81232.60000000003,0.0013295154900864919
Andhra Pradesh,2007,By Overdose of sleeping pills,Male,60+,2,81232.60000000003,2.462065722382392e-05
Andhra Pradesh,2007,By Drowning,Male,60+,53,81232.60000000003,0.000652447416431334
Andhra Pradesh,2007,By Consuming Other Poison,Male,60+,82,81232.60000000003,0.0010094469461767808
Andhra Pradesh,2007,By Jumping from (Building),Male,60+,5,81232.60000000003,6.15516430595598e-05
Andhra Pradesh,2007,By Consuming Insecticides,Male,60+,453,81232.60000000003,0.005576578861196118
Andhra Pradesh,2007,By Fire/Self Immolation,Male,60+,40,81232.60000000003,0.0004924131444764784
